"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"11214","Brazil","2010","Total","Both Sexes","60","Census - de jure - complete tabulation","Final figure, complete","2011","1566297",""
"11216","Brazil","2010","Total","Both Sexes","61","Census - de jure - complete tabulation","Final figure, complete","2011","1288356",""
"11217","Brazil","2010","Total","Both Sexes","62","Census - de jure - complete tabulation","Final figure, complete","2011","1310710",""
"11218","Brazil","2010","Total","Both Sexes","63","Census - de jure - complete tabulation","Final figure, complete","2011","1210464",""
"11219","Brazil","2010","Total","Both Sexes","64","Census - de jure - complete tabulation","Final figure, complete","2011","1133293",""
"11220","Brazil","2010","Total","Both Sexes","65","Census - de jure - complete tabulation","Final figure, complete","2011","1141931",""
"11222","Brazil","2010","Total","Both Sexes","66","Census - de jure - complete tabulation","Final figure, complete","2011","1023099",""
"11223","Brazil","2010","Total","Both Sexes","67","Census - de jure - complete tabulation","Final figure, complete","2011","957797",""
"11224","Brazil","2010","Total","Both Sexes","68","Census - de jure - complete tabulation","Final figure, complete","2011","890398",""
"11225","Brazil","2010","Total","Both Sexes","69","Census - de jure - complete tabulation","Final figure, complete","2011","827585",""
"11226","Brazil","2010","Total","Both Sexes","70","Census - de jure - complete tabulation","Final figure, complete","2011","927625",""
"11228","Brazil","2010","Total","Both Sexes","71","Census - de jure - complete tabulation","Final figure, complete","2011","743247",""
"11229","Brazil","2010","Total","Both Sexes","72","Census - de jure - complete tabulation","Final figure, complete","2011","723155",""
"11230","Brazil","2010","Total","Both Sexes","73","Census - de jure - complete tabulation","Final figure, complete","2011","670376",""
"11231","Brazil","2010","Total","Both Sexes","74","Census - de jure - complete tabulation","Final figure, complete","2011","677233",""
"11232","Brazil","2010","Total","Both Sexes","75","Census - de jure - complete tabulation","Final figure, complete","2011","613165",""
"11234","Brazil","2010","Total","Both Sexes","76","Census - de jure - complete tabulation","Final figure, complete","2011","526636",""
"11235","Brazil","2010","Total","Both Sexes","77","Census - de jure - complete tabulation","Final figure, complete","2011","499839",""
"11236","Brazil","2010","Total","Both Sexes","78","Census - de jure - complete tabulation","Final figure, complete","2011","486145",""
"11237","Brazil","2010","Total","Both Sexes","79","Census - de jure - complete tabulation","Final figure, complete","2011","437662",""
"11238","Brazil","2010","Total","Both Sexes","80","Census - de jure - complete tabulation","Final figure, complete","2011","451251",""
"11240","Brazil","2010","Total","Both Sexes","81","Census - de jure - complete tabulation","Final figure, complete","2011","343062",""
"11241","Brazil","2010","Total","Both Sexes","82","Census - de jure - complete tabulation","Final figure, complete","2011","323647",""
"11242","Brazil","2010","Total","Both Sexes","83","Census - de jure - complete tabulation","Final figure, complete","2011","291414",""
"11243","Brazil","2010","Total","Both Sexes","84","Census - de jure - complete tabulation","Final figure, complete","2011","257598",""
"11244","Brazil","2010","Total","Both Sexes","85","Census - de jure - complete tabulation","Final figure, complete","2011","226646",""
"11246","Brazil","2010","Total","Both Sexes","86","Census - de jure - complete tabulation","Final figure, complete","2011","190220",""
"11247","Brazil","2010","Total","Both Sexes","87","Census - de jure - complete tabulation","Final figure, complete","2011","160662",""
"11248","Brazil","2010","Total","Both Sexes","88","Census - de jure - complete tabulation","Final figure, complete","2011","131759",""
"11249","Brazil","2010","Total","Both Sexes","89","Census - de jure - complete tabulation","Final figure, complete","2011","110196",""
"11250","Brazil","2010","Total","Both Sexes","90","Census - de jure - complete tabulation","Final figure, complete","2011","105480",""
"11252","Brazil","2010","Total","Both Sexes","91","Census - de jure - complete tabulation","Final figure, complete","2011","73154",""
"11253","Brazil","2010","Total","Both Sexes","92","Census - de jure - complete tabulation","Final figure, complete","2011","60910",""
"11254","Brazil","2010","Total","Both Sexes","93","Census - de jure - complete tabulation","Final figure, complete","2011","48073",""
"11255","Brazil","2010","Total","Both Sexes","94","Census - de jure - complete tabulation","Final figure, complete","2011","38941",""
"11256","Brazil","2010","Total","Both Sexes","95","Census - de jure - complete tabulation","Final figure, complete","2011","31832",""
"11258","Brazil","2010","Total","Both Sexes","96","Census - de jure - complete tabulation","Final figure, complete","2011","24089",""
"11259","Brazil","2010","Total","Both Sexes","97","Census - de jure - complete tabulation","Final figure, complete","2011","18008",""
"11260","Brazil","2010","Total","Both Sexes","98","Census - de jure - complete tabulation","Final figure, complete","2011","13709",""
"11261","Brazil","2010","Total","Both Sexes","99","Census - de jure - complete tabulation","Final figure, complete","2011","10697",""
"11284","Brunei Darussalam","2011","Total","Both Sexes","0","Census - de jure - complete tabulation","Final figure, complete","2015","5844",""
"11286","Brunei Darussalam","2011","Total","Both Sexes","1","Census - de jure - complete tabulation","Final figure, complete","2015","6200",""
"11287","Brunei Darussalam","2011","Total","Both Sexes","2","Census - de jure - complete tabulation","Final figure, complete","2015","6244",""
"11288","Brunei Darussalam","2011","Total","Both Sexes","3","Census - de jure - complete tabulation","Final figure, complete","2015","5882",""
"11289","Brunei Darussalam","2011","Total","Both Sexes","4","Census - de jure - complete tabulation","Final figure, complete","2015","6153",""
"11290","Brunei Darussalam","2011","Total","Both Sexes","5","Census - de jure - complete tabulation","Final figure, complete","2015","6288",""
"11292","Brunei Darussalam","2011","Total","Both Sexes","6","Census - de jure - complete tabulation","Final figure, complete","2015","6639",""
"11293","Brunei Darussalam","2011","Total","Both Sexes","7","Census - de jure - complete tabulation","Final figure, complete","2015","6749",""
"11294","Brunei Darussalam","2011","Total","Both Sexes","8","Census - de jure - complete tabulation","Final figure, complete","2015","6956",""
"11295","Brunei Darussalam","2011","Total","Both Sexes","9","Census - de jure - complete tabulation","Final figure, complete","2015","7027",""
"11296","Brunei Darussalam","2011","Total","Both Sexes","10","Census - de jure - complete tabulation","Final figure, complete","2015","7136",""
"11298","Brunei Darussalam","2011","Total","Both Sexes","11","Census - de jure - complete tabulation","Final figure, complete","2015","7330",""
"11299","Brunei Darussalam","2011","Total","Both Sexes","12","Census - de jure - complete tabulation","Final figure, complete","2015","6980",""
"11300","Brunei Darussalam","2011","Total","Both Sexes","13","Census - de jure - complete tabulation","Final figure, complete","2015","6995",""
"11301","Brunei Darussalam","2011","Total","Both Sexes","14","Census - de jure - complete tabulation","Final figure, complete","2015","7012",""
"11302","Brunei Darussalam","2011","Total","Both Sexes","15","Census - de jure - complete tabulation","Final figure, complete","2015","7081",""
"11304","Brunei Darussalam","2011","Total","Both Sexes","16","Census - de jure - complete tabulation","Final figure, complete","2015","6978",""
"11305","Brunei Darussalam","2011","Total","Both Sexes","17","Census - de jure - complete tabulation","Final figure, complete","2015","6970",""
"11306","Brunei Darussalam","2011","Total","Both Sexes","18","Census - de jure - complete tabulation","Final figure, complete","2015","6949",""
"11307","Brunei Darussalam","2011","Total","Both Sexes","19","Census - de jure - complete tabulation","Final figure, complete","2015","6989",""
"11308","Brunei Darussalam","2011","Total","Both Sexes","20","Census - de jure - complete tabulation","Final figure, complete","2015","7064",""
"11310","Brunei Darussalam","2011","Total","Both Sexes","21","Census - de jure - complete tabulation","Final figure, complete","2015","7484",""
"11311","Brunei Darussalam","2011","Total","Both Sexes","22","Census - de jure - complete tabulation","Final figure, complete","2015","7712",""
"11312","Brunei Darussalam","2011","Total","Both Sexes","23","Census - de jure - complete tabulation","Final figure, complete","2015","7986",""
"11313","Brunei Darussalam","2011","Total","Both Sexes","24","Census - de jure - complete tabulation","Final figure, complete","2015","7904",""
"11314","Brunei Darussalam","2011","Total","Both Sexes","25","Census - de jure - complete tabulation","Final figure, complete","2015","7979",""
"11316","Brunei Darussalam","2011","Total","Both Sexes","26","Census - de jure - complete tabulation","Final figure, complete","2015","7944",""
"11317","Brunei Darussalam","2011","Total","Both Sexes","27","Census - de jure - complete tabulation","Final figure, complete","2015","7795",""
"11318","Brunei Darussalam","2011","Total","Both Sexes","28","Census - de jure - complete tabulation","Final figure, complete","2015","7718",""
"11319","Brunei Darussalam","2011","Total","Both Sexes","29","Census - de jure - complete tabulation","Final figure, complete","2015","7749",""
"11320","Brunei Darussalam","2011","Total","Both Sexes","30","Census - de jure - complete tabulation","Final figure, complete","2015","7686",""
"11322","Brunei Darussalam","2011","Total","Both Sexes","31","Census - de jure - complete tabulation","Final figure, complete","2015","7844",""
"11323","Brunei Darussalam","2011","Total","Both Sexes","32","Census - de jure - complete tabulation","Final figure, complete","2015","7235",""
"11324","Brunei Darussalam","2011","Total","Both Sexes","33","Census - de jure - complete tabulation","Final figure, complete","2015","7168",""
"11325","Brunei Darussalam","2011","Total","Both Sexes","34","Census - de jure - complete tabulation","Final figure, complete","2015","6963",""
"11326","Brunei Darussalam","2011","Total","Both Sexes","35","Census - de jure - complete tabulation","Final figure, complete","2015","6910",""
